user_id,label
8002,100
8003,183
8005,116
8014,19
8015,145
8020,50
8024,238
8026,4
8027,100
8037,216
8041,221
8047,24
8049,126
8051,41
8078,187
8088,123
8090,226
8114,173
8116,95
8117,105
8123,196
8131,174
8136,240
8143,225
8151,242
8152,95
8155,181
8159,233
8161,172
8163,114
8170,124
8173,14
8174,63
8203,225
8205,179
8206,160
8207,238
8209,13
8217,145
8220,139
8223,182
8236,216
8247,106
8252,190
8279,154
8280,115
8297,86
8305,216
8313,145
8325,13
8338,109
8342,201
8360,139
8368,196
8373,225
8376,33
8384,179
8388,100
8409,198
8411,123
8418,161
8427,203
8434,166
8438,94
8446,187
8450,167
8454,8
8457,183
8458,86
8479,173
8482,238
8484,100
8505,71
8507,13
8508,136
8516,212
8521,156
8528,4
8542,216
8547,126
8563,145
8570,19
8611,153
8621,190
8643,83
8655,208
8668,14
8670,41
8677,187
8681,36
8683,13
8696,114
8707,47
8709,225
8715,120
8718,40
8741,216
8745,216
8747,196
8753,6
8763,212
8786,100
8792,174
8799,179
8803,216
8815,66
8819,160
8820,126
8825,108
8831,203
8844,20
8873,115
8877,71
8880,46
8884,126
8899,65
8911,153
8912,39
8918,42
8919,92
8930,249
8942,113
8945,14
8946,6
8954,14
8964,129
8969,4
8976,187
8985,223
8986,228
8992,138
8999,226
9021,74
9034,84
9040,227
9042,196
9047,212
9052,216
9073,13
9083,226
9084,113
9122,18
9128,210
9137,203
9143,172
9161,99
9167,212
9193,225
9204,166
9209,216
9217,11
9226,232
9232,129
9241,129
9251,71
9254,210
9266,126
9269,33
9275,115
9279,86
9296,116
9311,14
9314,142
9316,153
9323,177
9328,216
9344,54
9345,233
9353,226
9360,68
9361,8
9365,223
9368,204
9371,23
9394,120
9396,225
9401,233
9403,212
9414,208
9417,96
9425,216
9433,177
9435,100
9436,177
9440,233
9443,244
9450,225
9453,19
9457,87
9465,240
9475,153
9476,71
9490,86
9505,148
9516,129
9530,226
9535,131
9536,72
9539,126
9555,129
9567,61
9585,100
9587,179
9594,33
9604,123
9611,196
9617,187
9625,91
9632,71
9634,138
9636,1
9641,225
9642,71
9647,84
9648,215
9654,13
9664,156
9673,23
9683,158
9686,6
9702,13
9707,206
9711,151
9714,139
9719,183
9732,179
9776,233
9784,232
9789,201
9793,212
9796,139
9805,33
9815,166
9822,212
9825,197
9832,183
9840,123
9842,11
9859,113
9861,225
9876,26
9897,245
9903,153
9908,201
9913,123
9922,216
9931,225
9936,86
9940,160
9951,136
9952,83
9965,172
9967,233
9968,213
9974,212
9990,212
10007,233
10011,76
10018,97
10024,172
10026,145
10039,115
10040,238
10080,216
10088,173
10093,116
10098,145
10105,88
10115,47
10116,13
10136,14
10138,99
10157,24
10165,145
10174,179
10176,61
10184,137
10192,84
10202,77
10223,14
10224,243
10238,183
10245,13
10247,83
10258,33
10259,86
10262,197
10263,14
10272,225
10292,151
10300,11
10322,29
10333,153
10335,13
10352,115
10369,91
10387,179
10389,91
10393,153
10396,129
10397,41
10407,190
10415,183
10420,13
10427,242
10429,236
10433,145
10461,223
10468,212
10474,108
10475,115
10492,173
10522,145
10527,13
10556,223
10558,72
10559,196
10585,66
10589,48
10592,56
10593,211
10601,16
10608,108
10627,183
10631,24
10638,145
10639,249
10651,150
10658,99
10659,14
10661,61
10673,117
10675,145
10676,216
10680,66
10703,129
10708,116
10715,13
10717,91
10738,13
10751,167
10755,83
10756,14
10757,70
10759,13
10768,176
10771,190
10778,216
10779,70
10784,126
10786,187
10792,233
10793,132
10814,100
10823,13
10830,233
10837,172
10840,61
10853,49
10861,212
10862,123
10888,76
10893,149
10897,237
10906,86
10932,47
10941,173
10947,118
10973,6
10999,127
11027,115
11047,153
11052,13
11069,28
11092,80
11095,183
11098,14
11109,92
11112,115
11123,197
11125,100
11138,129
11142,4
11173,71
11177,129
11181,189
11193,225
11194,190
11197,216
11206,129
11208,212
11210,233
11225,11
11229,233
11234,212
11236,225
11239,77
11241,115
11249,225
11256,77
11260,183
11265,127
11281,190
11289,183
11301,120
11314,139
11318,13
11333,139
11339,202
11356,233
11357,64
11361,187
11387,233
11388,216
11398,216
11413,126
11421,14
11427,174
11432,222
11436,173
11438,66
11439,13
11440,100
11449,67
11457,145
11464,233
11480,11
11485,232
11487,198
11492,139
11507,233
11514,233
11515,196
11522,201
11525,139
11527,99
11530,159
11543,172
11545,71
11558,166
11568,224
11569,91
11574,249
11575,24
11577,90
11589,246
11596,19
11614,145
11619,0
11635,14
11649,212
11654,206
11677,116
11683,173
11687,223
11694,129
11698,211
11702,182
11703,216
11705,145
11708,116
11709,182
11711,151
11721,145
11722,212
11732,28
11755,113
11758,196
11760,225
11780,243
11792,0
11797,225
11799,233
11802,195
11807,14
11808,139
11809,102
11811,190
11815,76
11820,89
11828,65
11829,14
11830,14
11834,18
11858,6
11892,18
11898,83
11905,131
11907,139
11908,77
11911,150
11917,115
11926,66
11940,170
11951,10
11956,232
11961,225
11963,115
11976,137
11989,177
11992,127
11996,43
12021,215
12030,161
12034,174
12037,33
12043,66
12048,4
12060,206
12082,70
12086,10
12089,13
12091,216
12094,183
12096,0
12113,206
12123,18
12124,216
12138,167
12148,87
12149,145
12170,11
12171,225
12183,187
12193,65
12195,183
12226,216
12233,44
12243,14
12248,233
12252,47
12266,99
12267,63
12274,183
12275,87
12320,100
12379,187
12388,145
12389,182
12406,48
12416,196
12424,243
12448,183
12452,179
12457,145
12458,232
12460,187
12469,173
12471,108
12476,173
12481,76
12484,233
12502,139
12503,123
12523,76
12534,201
12540,90
12547,206
12549,66
12559,74
12567,187
12569,217
12570,187
12579,200
12582,178
12597,233
12601,47
12605,224
12606,24
12624,233
12631,145
12634,4
12636,42
12637,235
12649,153
12652,196
12663,212
12682,13
12689,216
12694,66
12695,33
12702,115
12704,145
12711,226
12712,233
12716,139
12719,36
12725,187
12744,242
12748,179
12752,123
12772,3
12784,71
12785,94
12802,197
12804,185
12829,126
12855,99
12860,56
12862,139
12868,196
12870,238
12874,13
12875,179
12880,171
12887,190
12890,6
12892,160
12895,13
12915,173
12916,145
12918,198
12919,233
12930,66
12943,4
12950,0
12958,179
12960,6
12968,187
12971,49
12983,235
13000,124
13005,226
13009,19
13019,104
13022,226
13028,216
13029,196
13030,71
13051,212
13054,213
13070,55
13087,139
13097,226
13100,216
13103,139
13118,126
13131,179
13136,226
13139,123
13140,56
13144,173
13145,123
13154,14
13161,13
13164,183
13169,61
13188,126
13195,113
13202,136
13216,190
13227,242
13238,233
13249,43
13251,145
13257,242
13263,42
13279,216
13281,74
13285,80
13289,153
13295,62
13302,173
13313,196
13317,4
13320,172
13322,156
13356,249
13365,225
13368,177
13370,216
13375,57
13376,123
13379,234
13397,91
13422,226
13433,233
13435,225
13441,212
13442,77
13460,54
13466,126
13467,183
13468,233
13480,153
13491,145
13495,216
13498,19
13500,212
13502,139
13508,97
13523,76
13531,6
13532,54
13552,179
13564,127
13565,100
13578,216
13611,126
13618,160
13627,179
13663,225
13673,212
13675,172
13676,226
13678,225
13687,87
13688,14
13700,216
13702,97
13713,87
13724,8
13728,212
13744,83
13750,113
13753,225
13757,225
13760,65
13767,196
13780,104
13792,6
13793,14
13800,153
13803,66
13813,233
13816,116
13824,39
13831,193
13834,212
13842,225
13850,74
13860,8
13877,14
13892,225
13895,212
13905,6
13911,173
13913,139
13925,174
13930,225
13937,233
13940,145
13954,173
13956,225
13986,212
13989,223
13990,236
13992,61
14007,80
14009,169
14028,160
14032,212
14033,139
14054,8
14057,158
14065,211
14069,65
14072,216
14089,65
14090,13
14092,212
14099,92
14101,126
14102,100
14104,121
14113,13
14114,226
14118,54
14122,125
14131,54
14132,183
14139,225
14143,212
14148,226
14149,195
14153,18
14160,223
14167,18
14193,13
14200,246
14204,4
14253,10
14256,137
14260,212
14280,133
14312,212
14316,145
14337,160
14343,99
14356,129
14357,179
14359,177
14388,212
14395,126
14419,13
14439,123
14440,126
14444,212
14451,115
14454,0
14455,13
14461,123
14467,50
14484,236
14514,121
14521,153
14533,242
14537,177
14540,190
14554,96
14555,13
14558,76
14559,190
14569,150
14570,225
14582,177
14606,134
14619,80
14637,212
14642,126
14648,61
14651,66
14660,183
14663,114
14673,8
14716,232
14728,13
14731,145
14738,67
14744,39
14749,153
14750,183
14752,242
14753,54
14755,190
14768,187
14777,244
14783,225
14841,71
14860,129
14873,223
14877,190
14878,19
14894,3
14897,170
14902,187
14904,226
14924,46
14942,160
14946,163
14952,223
14955,4
14957,53
14966,8
14979,66
15000,247
15004,131
15046,240
15054,212
15055,160
15061,61
15065,67
15066,228
15068,129
15069,187
15075,145
15099,53
15100,6
15108,145
15114,225
15118,233
15124,212
15127,115
15139,233
15154,99
15161,226
15168,129
15177,174
15187,180
15214,220
15233,216
15245,193
15255,4
15274,19
15275,196
15310,216
15328,187
15329,173
15349,216
15352,225
15354,222
15360,54
15369,212
15371,24
15394,242
15401,173
15409,187
15410,123
15416,65
15441,225
15452,145
15454,179
15456,138
15459,174
15461,225
15464,129
15467,88
15472,4
15475,14
15485,18
15497,14
15498,84
15514,129
15517,13
15527,225
15529,196
15534,212
15541,179
15570,139
15572,236
15578,13
15585,145
15609,91
15613,216
15614,172
15616,94
15619,6
15625,100
15638,13
15649,225
15661,145
15667,187
15677,19
15682,115
15689,225
15690,108
15691,115
15695,105
15697,244
15703,133
15710,249
15716,216
15721,212
15727,96
15754,49
15769,14
15770,167
15790,145
15809,165
15825,216
15828,222
15842,61
15852,18
15862,222
15872,66
15890,19
15896,212
15901,190
15906,233
15908,170
15934,108
15947,212
15962,222
15982,228
15985,233
15992,210
15996,153
16005,139
16012,233
16026,126
16030,233
16034,13
16035,212
16036,243
16039,46
16050,4
16076,173
16082,216
16089,14
16102,205
16111,184
16132,71
16135,145
16139,172
16143,190
16176,70
16185,210
16219,173
16220,212
16271,200
16287,211
16299,249
16306,173
16308,17
16322,222
16340,48
16361,167
16363,116
16391,115
16399,145
16404,145
16406,129
16414,145
16417,221
16426,123
16430,184
16440,139
16460,146
16473,173
16476,87
16487,87
16509,153
16511,208
16522,115
16524,225
16526,139
16529,139
16534,225
16542,4
16549,182
16562,225
16582,65
16584,100
16587,123
16592,173
16605,182
16616,225
16623,197
16632,111
16645,8
16668,131
16673,196
16686,225
16706,201
16722,160
16724,225
16725,206
16744,150
16777,153
16779,190
16782,89
16784,113
16787,145
16794,233
16800,179
16815,226
16827,96
16828,4
16853,166
16855,211
16861,177
16881,71
16883,6
16892,42
16911,198
16929,86
16940,48
16942,71
16954,190
16957,190
16959,174
16964,182
16974,190
16981,13
16989,139
16998,100
17008,225
17017,94
17027,226
17032,220
17034,236
17035,226
17041,4
17048,102
17067,179
17076,33
17085,13
17086,13
17089,233
17091,244
17095,100
17122,139
17123,39
17145,115
17160,127
17162,202
17172,6
17174,197
17175,6
17176,126
17188,42
17194,0
17205,145
17210,77
17211,49
17221,212
17224,204
17232,190
17252,185
17255,176
17273,41
17279,118
17287,131
17300,174
17304,145
17308,223
17312,13
17320,137
17323,41
17328,13
17335,145
17337,225
17339,13
17343,114
17360,182
